Sample_Names	Total_Mutations	Cosine_similarity	L1_Norm	L1_Norm_%	100-L1_Norm_%	L2_Norm	L2_Norm_%	100-L2_Norm_%	KL_Divergence	Correlation
Breast-AdenoCA@SP5393	4223	0.978	876.846	20.764	79.236	119.145	21.205	78.795	0.0477	0.946
Breast-AdenoCA@SP11292	5441	0.982	1084.166	19.926	80.074	141.459	19.021	80.979	0.0396	0.959
Breast-AdenoCA@SP13036	25730	0.966	6727.585	26.147	73.85300000000001	1259.369	25.904	74.096	0.0805	0.952
Breast-AdenoCA@SP7421	13369	0.978	2609.479	19.519	80.481	359.425	21.128	78.872	0.0388	0.938
Breast-AdenoCA@SP4875	8206	0.955	2041.953	24.884	75.116	284.56	29.815	70.185	0.0573	0.791
Breast-AdenoCA@SP8795	5890	0.979	1198.674	20.351	79.649	158.12	20.62	79.38	0.0424	0.945
Breast-AdenoCA@SP4820	7566	0.972	1475.897	19.507	80.493	205.578	23.917	76.083	0.0375	0.862
Breast-AdenoCA@SP4593	2186	0.957	633.973	29.002	70.998	96.982	29.304	70.696	0.0668	0.922
Breast-AdenoCA@SP8085	4192	0.977	900.33	21.477	78.523	132.705	21.598	78.402	0.043	0.957
Breast-AdenoCA@SP11235	4253	0.98	863.545	20.304	79.696	110.091	20.047	79.953	0.0379	0.946
Breast-AdenoCA@SP6730	4541	0.978	966.818	21.291	78.709	136.551	21.01	78.99	0.0461	0.956
Breast-AdenoCA@SP10635	2037	0.953	651.148	31.966	68.03399999999999	89.829	31.536	68.464	0.0868	0.904
Breast-AdenoCA@SP5381	1237	0.948	422.931	34.19	65.81	59.205	32.471	67.529	0.1044	0.903
Breast-AdenoCA@SP10084	9084	0.969	1991.536	21.924	78.076	279.162	24.638	75.362	0.0403	0.905
Breast-AdenoCA@SP9251	5341	0.974	1133.436	21.221	78.779	150.454	22.79	77.21000000000001	0.0385	0.916
Breast-AdenoCA@SP3016	8572	0.981	1517.514	17.703	82.297	205.931	19.69	80.31	0.0373	0.939
Breast-AdenoCA@SP11045	3972	0.995	691.293	17.404	82.596	104.745	9.616	90.384	0.0431	0.995
Breast-AdenoCA@SP2826	3200	0.97	733.401	22.919	77.081	100.345	24.254	75.746	0.0511	0.921
Breast-AdenoCA@SP11171	5989	0.953	1522.638	25.424	74.576	212.932	30.462	69.538	0.0626	0.795
Breast-AdenoCA@SP5784	9305	0.94	3167.505	34.041	65.959	463.53	36.235	63.765	0.1105	0.88
Breast-AdenoCA@SP8564	5450	0.978	1165.105	21.378	78.622	163.215	21.396	78.604	0.0398	0.957
Breast-AdenoCA@SP5844	4489	0.989	805.607	17.946	82.054	114.655	15.207	84.793	0.0361	0.983
Breast-AdenoCA@SP6519	2320	0.96	683.937	29.48	70.52	96.011	28.926	71.074	0.0756	0.922
Breast-AdenoCA@SP6766	1956	0.953	594.108	30.374	69.626	82.54	30.504	69.496	0.0706	0.898
Breast-AdenoCA@SP5448	6818	0.987	1358.444	19.924	80.076	201.836	16.556	83.444	0.0413	0.981
Breast-AdenoCA@SP12049	16453	0.961	3999.079	24.306	75.694	530.922	27.879	72.121	0.0485	0.823
Breast-AdenoCA@SP2714	12274	0.98	2506.868	20.424	79.576	374.155	19.747	80.253	0.0389	0.965
Breast-AdenoCA@SP2801	4271	0.965	1075.084	25.172	74.828	156.258	26.434	73.566	0.0555	0.925
Breast-AdenoCA@SP8891	8066	0.982	1668.119	20.681	79.319	236.735	19.145	80.855	0.0435	0.969
Breast-AdenoCA@SP9481	2054	0.964	610.822	29.738	70.262	80.035	26.791	73.209	0.0838	0.927
Breast-AdenoCA@SP5808	11794	0.965	2666.088	22.605	77.395	369.731	26.591	73.40899999999999	0.0458	0.861
Breast-AdenoCA@SP6429	8785	0.973	1809.586	20.599	79.401	235.462	23.346	76.654	0.0392	0.883
Breast-AdenoCA@SP5017	3600	0.972	837.269	23.257	76.743	115.287	23.879	76.121	0.0397	0.935
Breast-AdenoCA@SP8229	3585	0.982	730.935	20.389	79.611	99.202	19.644	80.356	0.0372	0.964
Breast-AdenoCA@SP8157	3847	0.975	797.543	20.732	79.268	116.571	22.288	77.712	0.0454	0.942
Breast-AdenoCA@SP5279	8393	0.983	1727.906	20.587	79.413	272.593	18.772	81.22800000000001	0.0533	0.974
Breast-AdenoCA@SP8660	8690	0.975	1735.527	19.972	80.02799999999999	231.668	22.524	77.476	0.0472	0.907
Breast-AdenoCA@SP11878	9916	0.989	1719.653	17.342	82.658	233.491	14.947	85.053	0.0455	0.981
Breast-AdenoCA@SP9433	14273	0.998	1625.583	11.389	88.611	321.266	6.811	93.189	0.0238	0.997
Breast-AdenoCA@SP2881	9312	0.972	1839.044	19.749	80.251	261.874	23.802	76.19800000000001	0.0417	0.888
Breast-AdenoCA@SP7378	3122	0.973	744.34	23.842	76.158	104.375	23.612	76.388	0.0492	0.946
Breast-AdenoCA@SP9816	7388	0.974	1546.892	20.938	79.062	211.371	23.085	76.91499999999999	0.0585	0.919
Breast-AdenoCA@SP4265	4439	0.979	848.68	19.119	80.881	112.293	20.489	79.511	0.0303	0.932
Breast-AdenoCA@SP2793	14769	0.973	2896.395	19.611	80.389	400.527	23.296	76.70400000000001	0.0414	0.889
Breast-AdenoCA@SP6825	15024	0.987	2894.021	19.263	80.737	452.571	16.09	83.91	0.0519	0.982
Breast-AdenoCA@SP4523	3890	0.982	682.212	17.538	82.462	93.958	18.838	81.162	0.0317	0.951
Breast-AdenoCA@SP9930	15804	0.997	2082.958	13.18	86.82	290.352	8.077	91.923	0.0215	0.996
Breast-AdenoCA@SP5820	4520	0.98	957.202	21.177	78.82300000000001	139.245	20.101	79.899	0.0404	0.966
Breast-AdenoCA@SP10470	11119	0.968	2499.221	22.477	77.523	336.548	25.328	74.672	0.0448	0.882
Breast-AdenoCA@SP9648	11830	0.961	2833.627	23.953	76.047	378.336	27.786	72.214	0.0464	0.818
Breast-AdenoCA@SP4535	2041	0.953	704.993	34.542	65.458	101.649	30.763	69.237	0.099	0.922
Breast-AdenoCA@SP11808	3646	0.972	902.852	24.763	75.237	125.664	23.438	76.562	0.0585	0.946
Breast-AdenoCA@SP96163	10077	0.99	1508.429	14.969	85.031	211.314	14.188	85.812	0.0262	0.981
Breast-AdenoCA@SP11948	8446	0.974	1713.089	20.283	79.717	234.197	22.919	77.081	0.0449	0.908
Breast-AdenoCA@SP4557	4571	0.983	809.222	17.703	82.297	121.559	18.717	81.283	0.0304	0.965
Breast-AdenoCA@SP96147	3445	0.978	698.712	20.282	79.718	95.924	20.934	79.066	0.0453	0.946
Breast-AdenoCA@SP10150	7844	0.996	1214.749	15.486	84.514	196.346	9.414	90.586	0.0359	0.995
Breast-AdenoCA@SP4472	6857	0.987	992.121	14.469	85.531	139.012	16.181	83.819	0.0215	0.961
Breast-AdenoCA@SP6813	11946	0.995	1989.353	16.653	83.34700000000001	323.865	9.736	90.264	0.0392	0.995
Breast-AdenoCA@SP96511	14761	0.983	2657.539	18.004	81.996	347.695	18.615	81.385	0.031	0.952
Breast-AdenoCA@SP5636	3175	0.98	601.303	18.939	81.061	83.359	20.007	79.993	0.0365	0.949
Breast-AdenoCA@SP5559	21520	0.991	4958.537	23.042	76.958	771.778	13.84	86.16	0.065	0.989
Breast-AdenoCA@SP3631	31634	0.996	3934.896	12.439	87.561	992.354	8.44	91.56	0.0287	0.996
Breast-AdenoCA@SP5473	6243	0.98	1226.168	19.641	80.35900000000001	166.898	20.249	79.751	0.0447	0.951
Breast-AdenoCA@SP8394	4452	0.982	948.185	21.298	78.702	149.281	19.122	80.878	0.0466	0.973
Breast-AdenoCA@SP6115	2342	0.969	598.226	25.543	74.457	75.688	24.953	75.047	0.0697	0.919
Breast-AdenoCA@SP7291	2800	0.97	679.359	24.263	75.737	95.851	24.869	75.131	0.0542	0.934
Breast-AdenoCA@SP2997	3654	0.943	1142.647	31.271	68.729	169.015	36.419	63.581	0.0969	0.87
Breast-AdenoCA@SP8831	18109	0.98	3244.336	17.916	82.084	447.842	19.858	80.142	0.0361	0.94
Breast-AdenoCA@SP2731	2791	0.975	678.751	24.319	75.681	105.021	22.626	77.374	0.0507	0.959
Breast-AdenoCA@SP6223	8351	0.961	2006.366	24.025	75.975	282.693	27.749	72.251	0.0572	0.867
Breast-AdenoCA@SP7171	3846	0.954	1215.531	31.605	68.395	178.663	31.505	68.495	0.0865	0.916
Breast-AdenoCA@SP10563	5004	0.987	1120.958	22.401	77.599	174.319	15.988	84.012	0.0511	0.984
Breast-AdenoCA@SP8987	10898	0.982	1907.984	17.508	82.492	271.068	19.132	80.868	0.0313	0.953
Breast-AdenoCA@SP5980	10286	0.976	2013.83	19.578	80.422	275.791	22.018	77.982	0.039	0.92
Breast-AdenoCA@SP12186	9593	0.994	1633.397	17.027	82.973	278.631	10.909	89.091	0.0429	0.993
Breast-AdenoCA@SP10944	13609	0.992	2468.198	18.137	81.863	373.253	12.741	87.259	0.0431	0.99
Breast-AdenoCA@SP2766	7809	0.971	1663.111	21.297	78.703	220.482	24.099	75.901	0.0432	0.879
Breast-AdenoCA@SP6673	23022	0.965	7871.862	34.193	65.807	1120.245	27.593	72.407	0.1276	0.95
Breast-DCIS@SP117698	2114	0.935	689.276	32.605	67.39500000000001	106.04	36.507	63.493	0.0961	0.859
Breast-DCIS@SP124201	1768	0.913	667.779	37.77	62.23	98.996	43.099	56.901	0.1087	0.791
Breast-DCIS@SP2143	2133	0.956	586.502	27.497	72.503	81.938	29.203	70.797	0.0655	0.886
Breast-LobularCA@SP124191	2114	0.97	513.948	24.312	75.688	67.732	24.248	75.752	0.0561	0.925
Breast-LobularCA@SP117247	2903	0.968	721.66	24.859	75.14099999999999	101.608	25.914	74.086	0.0578	0.931
Breast-LobularCA@SP117362	2440	0.958	722.562	29.613	70.387	112.582	28.856	71.144	0.0727	0.929
Breast-LobularCA@SP117470	10260	0.967	2298.308	22.401	77.599	317.445	25.638	74.362	0.0424	0.88
Breast-LobularCA@SP117586	1478	0.97	372.101	25.176	74.824	53.388	25.098	74.902	0.0721	0.941
Breast-LobularCA@SP117709	1803	0.979	407.838	22.62	77.38	54.5	20.321	79.679	0.0503	0.96
Breast-LobularCA@SP2157	1770	0.962	512.512	28.955	71.045	75.405	27.977	72.023	0.0856	0.931
Breast-LobularCA@SP3368	3003	0.966	750.131	24.979	75.021	101.38	25.891	74.10900000000001	0.0642	0.913
Breast-LobularCA@SP5666	5074	0.991	969.724	19.112	80.888	150.93	13.598	86.402	0.0481	0.988
Breast-LobularCA@SP2781	3301	0.982	758.408	22.975	77.025	105.483	19.327	80.673	0.0552	0.971
Breast-LobularCA@SP8532	16288	0.997	2138.065	13.127	86.873	456.078	8.188	91.812	0.0242	0.996
Breast-LobularCA@SP12856	43929	0.999	3300.287	7.513	92.487	859.63	4.981	95.019	0.0138	0.999
Breast-LobularCA@SP7456	2637	0.976	624.78	23.693	76.307	83.877	21.897	78.10300000000001	0.055	0.952
CNS-GBM@SP24708	7719	0.978	2055.187	26.625	73.375	307.687	20.823	79.17699999999999	0.0677	0.969
CNS-GBM@SP24301	7280	0.98	1645.171	22.599	77.401	275.433	19.794	80.206	0.0496	0.972
CNS-GBM@SP27201	6750	0.979	1741.783	25.804	74.196	292.873	20.582	79.418	0.0607	0.972
CNS-GBM@SP28791	3247	0.969	856.376	26.374	73.626	112.707	24.982	75.018	0.0679	0.931
CNS-GBM@SP23739	6661	0.964	1959.499	29.417	70.583	292.097	27.282	72.718	0.0751	0.942
CNS-GBM@SP24702	7952	0.964	2262.359	28.45	71.55	316.307	26.612	73.388	0.0743	0.932
CNS-GBM@SP25332	1746	0.966	532.858	30.519	69.481	77.481	26.207	73.793	0.083	0.946
CNS-GBM@SP28335	8102	0.969	2252.897	27.807	72.193	318.144	24.907	75.093	0.0723	0.945
CNS-GBM@SP26709	4420	0.977	1064.038	24.073	75.92699999999999	150.917	21.348	78.652	0.0556	0.961
CNS-GBM@SP25350	6948	0.977	1847.712	26.593	73.407	284.157	21.15	78.85	0.0637	0.969
CNS-GBM@SP25380	8189	0.978	2118.994	25.876	74.124	297.544	20.924	79.076	0.0638	0.967
CNS-GBM@SP24565	5511	0.976	1473.639	26.74	73.26	234.482	21.956	78.044	0.0645	0.966
CNS-GBM@SP25833	6940	0.96	1938.95	27.939	72.061	275.051	28.046	71.95400000000001	0.0793	0.917
CNS-GBM@SP25905	6069	0.968	1679.57	27.675	72.325	238.044	25.262	74.738	0.0772	0.943
CNS-GBM@SP26439	4918	0.95	1466.14	29.812	70.188	214.655	32.473	67.527	0.0726	0.888
CNS-GBM@SP24236	10957	0.954	3707.121	33.833	66.167	541.917	30.064	69.936	0.1084	0.925
CNS-GBM@SP23925	8219	0.891	3321.934	40.418	59.582	512.117	46.893	53.107	0.1278	0.739
CNS-GBM@SP24815	11161	0.965	3252.045	29.138	70.862	482.644	26.154	73.846	0.0833	0.943
CNS-GBM@SP27957	8484	0.978	2163.858	25.505	74.495	354.007	20.784	79.21600000000001	0.0665	0.971
CNS-GBM@SP27603	8703	0.977	2281.516	26.215	73.785	341.658	21.45	78.55	0.0685	0.966
CNS-GBM@SP27825	8425	0.974	2310.515	27.425	72.575	335.071	22.924	77.076	0.0651	0.959
CNS-GBM@SP24135	8621	0.977	1965.493	22.799	77.201	340.559	21.438	78.562	0.0481	0.966
CNS-GBM@SP26499	3530	0.965	1052.535	29.817	70.18299999999999	162.015	26.731	73.269	0.0798	0.947
CNS-GBM@SP25518	10609	0.976	2881.873	27.164	72.836	415.907	21.794	78.206	0.0751	0.964
CNS-GBM@SP28659	10020	0.97	2887.931	28.822	71.178	469.243	24.962	75.038	0.0735	0.957
CNS-GBM@SP23622	5062	0.972	1364.131	26.948	73.05199999999999	215.785	23.729	76.271	0.0669	0.958
CNS-GBM@SP27939	5699	0.976	1479.551	25.962	74.038	280.181	21.707	78.293	0.0576	0.97
CNS-GBM@SP23754	3100	0.968	962.598	31.052	68.94800000000001	155.174	25.526	74.474	0.0789	0.957
CNS-GBM@SP29697	4171	0.974	1170.068	28.052	71.94800000000001	186.02	23.084	76.916	0.0817	0.964
CNS-GBM@SP27339	5215	0.976	1333.247	25.566	74.434	227.27	21.86	78.14	0.0584	0.967
CNS-GBM@SP29559	4957	0.951	1444.841	29.147	70.85300000000001	190.903	31.144	68.856	0.0713	0.846
CNS-GBM@SP29331	7792	0.981	1818.305	23.336	76.664	273.167	19.632	80.368	0.0521	0.971
CNS-GBM@SP26475	6028	0.964	1713.342	28.423	71.577	240.219	26.882	73.118	0.0765	0.93
CNS-GBM@SP23775	11997	0.933	4447.661	37.073	62.927	685.284	36.625	63.375	0.1139	0.883
CNS-GBM@SP28275	6148	0.976	1571.381	25.559	74.441	269.644	22.099	77.901	0.061	0.967
CNS-GBM@SP28581	7243	0.969	2133.945	29.462	70.538	352.94	24.942	75.05799999999999	0.0717	0.958
CNS-GBM@SP23639	7153	0.97	2052.84	28.699	71.301	337.987	25.035	74.965	0.0771	0.958
CNS-GBM@SP24391	6813	0.978	1719.981	25.246	74.754	272.05	20.939	79.061	0.0591	0.969
CNS-GBM@SP28041	11281	0.978	3099.99	27.48	72.52	485.296	20.705	79.295	0.072	0.971
CNS-GBM@SP25494	245043	0.988	48101.523	19.63	80.37	11359.725	15.216	84.784	0.0608	0.987
CNS-GBM@SP26649	4957	0.978	1198.449	24.177	75.82300000000001	233.965	20.743	79.257	0.0536	0.973
CNS-Medullo@SP78927	308	0.94	131.105	42.567	57.433	18.647	34.32	65.68	0.1894	0.909
CNS-Medullo@SP78913	1507	0.916	563.766	37.41	62.59	80.393	41.24	58.76	0.1272	0.782
CNS-Medullo@SP107375	4051	0.968	976.554	24.106	75.894	132.737	25.387	74.613	0.0519	0.914
CNS-Medullo@SP107408	2510	0.977	720.614	28.71	71.28999999999999	102.147	21.193	78.807	0.083	0.968
CNS-Medullo@SP107439	1938	0.932	651.573	33.621	66.37899999999999	91.388	36.286	63.714	0.1016	0.814
CNS-Medullo@SP78816	653	0.919	261.871	40.103	59.897	35.417	39.734	60.266	0.153	0.808
CNS-Medullo@SP78663	1729	0.945	564.48	32.648	67.352	85.528	32.897	67.10300000000001	0.0937	0.898
CNS-Medullo@SP78709	1349	0.944	454.17	33.667	66.333	70.397	33.337	66.663	0.1073	0.903
CNS-Medullo@SP107462	1436	0.97	330.322	23.003	76.997	46.12	24.381	75.619	0.0577	0.925
CNS-Medullo@SP78951	1119	0.951	338.452	30.246	69.754	47.812	30.985	69.015	0.0982	0.889
CNS-Medullo@SP107435	2850	0.977	815.354	28.609	71.39099999999999	118.169	21.115	78.885	0.0796	0.969
CNS-Medullo@SP78679	2484	0.977	505.462	20.349	79.651	69.582	21.41	78.59	0.0366	0.942
CNS-Medullo@SP107360	1496	0.981	434.801	29.064	70.936	61.564	19.57	80.43	0.1017	0.975
CNS-Medullo@SP78819	438	0.916	168.105	38.38	61.62	22.945	40.511	59.489	0.1492	0.764
CNS-Medullo@SP78821	2260	0.925	825.503	36.527	63.473	110.267	38.641	61.359	0.1116	0.779
CNS-Medullo@SP107552	572	0.956	204.241	35.706	64.294	26.217	29.374	70.626	0.1331	0.922
CNS-Medullo@SP78865	706	0.95	252.893	35.821	64.179	35.355	32.602	67.398	0.1229	0.914
CNS-Medullo@SP107470	938	0.953	328.328	35.003	64.997	45.26	30.759	69.241	0.1176	0.919
CNS-Medullo@SP78673	1151	0.947	388.972	33.794	66.206	55.679	32.998	67.00200000000001	0.1033	0.901
CNS-Medullo@SP78824	503	0.929	197.921	39.348	60.652	27.579	37.688	62.312	0.1554	0.862
CNS-Medullo@SP107550	443	0.911	201.271	45.434	54.566	29.903	41.852	58.148	0.2019	0.85
CNS-Medullo@SP78718	1603	0.978	355.023	22.147	77.85300000000001	53.329	20.947	79.053	0.0512	0.962
CNS-Medullo@SP107451	1112	0.927	414.874	37.309	62.691	55.168	37.644	62.356	0.1122	0.808
CNS-Medullo@SP107557	533	0.901	249.86	46.878	53.122	35.328	43.999	56.001	0.1784	0.815
CNS-Medullo@SP107358	1303	0.977	332.43	25.513	74.487	42.786	21.359	78.64099999999999	0.0596	0.959
CNS-Medullo@SP78731	769	0.928	310.796	40.416	59.584	43.108	38.488	61.512	0.1481	0.861
CNS-Medullo@SP107455	1428	0.927	507.615	35.547	64.453	68.819	38.842	61.158	0.1122	0.785
CNS-Medullo@SP107549	605	0.946	217.403	35.934	64.066	30.24	33.203	66.797	0.1396	0.903
CNS-Medullo@SP78814	1755	0.93	614.238	34.999	65.001	88.305	39.289	60.711	0.1037	0.832
CNS-Medullo@SP107357	3063	0.972	856.729	27.97	72.03	119.174	23.363	76.637	0.0727	0.955
CNS-Medullo@SP78919	838	0.928	311.476	37.169	62.831	46.963	37.371	62.629	0.1132	0.864
CNS-Medullo@SP107453	717	0.943	265.267	36.997	63.003	34.646	33.583	66.417	0.1395	0.884
CNS-Medullo@SP78719	118	0.885	83.389	70.669	29.331000000000003	11.16	46.581	53.419	0.5022	0.843
CNS-Medullo@SP78662	1509	0.942	490.153	32.482	67.518	64.75	33.584	66.416	0.0862	0.834
CNS-Medullo@SP107457	1049	0.942	347.254	33.103	66.89699999999999	50.753	34.049	65.951	0.107	0.881
CNS-Medullo@SP107404	1941	0.974	606.867	31.266	68.73400000000001	88.957	22.798	77.202	0.0903	0.964
CNS-Medullo@SP78714	770	0.926	283.117	36.768	63.232	44.524	39.634	60.366	0.1435	0.861
CNS-Medullo@SP107454	970	0.963	283.521	29.229	70.771	40.886	27.233	72.767	0.0831	0.935
CNS-Medullo@SP107359	2655	0.982	698.17	26.296	73.70400000000001	102.659	18.964	81.036	0.0745	0.976
CNS-Medullo@SP78664	1124	0.926	405.601	36.085	63.915	59.564	40.103	59.897	0.1175	0.834
CNS-Medullo@SP78931	433	0.96	154.362	35.649	64.351	22.335	28.124	71.876	0.1613	0.942
CNS-Medullo@SP78815	337	0.893	168.133	49.891	50.109	25.127	45.357	54.643	0.2249	0.822
CNS-Medullo@SP107466	1272	0.977	395.961	31.129	68.871	54.552	21.5	78.5	0.0985	0.968
CNS-Medullo@SP78901	928	0.962	287.88	31.022	68.97800000000001	42.334	27.466	72.53399999999999	0.1122	0.938
CNS-Medullo@SP107384	5132	0.936	1771.188	34.513	65.487	269.276	35.167	64.833	0.1146	0.876
CNS-Medullo@SP107467	1289	0.924	462.424	35.875	64.125	62.846	38.69	61.31	0.1109	0.769
CNS-Medullo@SP78680	537	0.929	207.14	38.574	61.426	27.447	37.074	62.926	0.139	0.835
CNS-Medullo@SP78672	604	0.916	246.404	40.795	59.205	37.189	41.169	58.831	0.1716	0.844
CNS-Medullo@SP107365	1143	0.971	387.466	33.899	66.101	52.19	23.851	76.149	0.1031	0.96
CNS-Medullo@SP78660	596	0.904	242.191	40.636	59.364	35.288	42.881	57.119	0.1762	0.778
CNS-Medullo@SP78659	735	0.955	277.584	37.767	62.233	40.058	30.376	69.624	0.1442	0.935
CNS-Medullo@SP107449	1577	0.937	523.327	33.185	66.815	71.726	35.731	64.269	0.1072	0.828
CNS-Medullo@SP78813	1551	0.946	501.724	32.348	67.652	73.416	32.782	67.218	0.0884	0.892
CNS-Medullo@SP78953	292	0.888	149.6	51.233	48.767	19.82	46.181	53.819	0.2492	0.771
CNS-Medullo@SP78804	2317	0.951	723.637	31.232	68.768	99.117	31.006	68.994	0.0791	0.891
CNS-Medullo@SP107460	1686	0.943	573.491	34.015	65.985	83.626	35.426	64.574	0.105	0.888
CNS-Medullo@SP107548	1140	0.953	349.644	30.671	69.32900000000001	48.993	30.568	69.432	0.0881	0.898
CNS-Medullo@SP78730	1548	0.97	441.159	28.499	71.501	58.327	24.146	75.854	0.0785	0.948
CNS-Medullo@SP78727	1242	0.964	318.496	25.644	74.356	44.886	26.742	73.258	0.0689	0.914
CNS-Medullo@SP78822	2732	0.965	676.853	24.775	75.225	100.959	27.102	72.898	0.0577	0.924
CNS-Medullo@SP78818	772	0.935	275.581	35.697	64.303	39.509	36.313	63.687	0.1141	0.863
CNS-Medullo@SP78923	656	0.912	277.143	42.247	57.753	38.979	41.202	58.798	0.1678	0.817
CNS-Medullo@SP107405	3323	0.962	1083.88	32.618	67.382	175.12	27.56	72.44	0.0975	0.946
CNS-Medullo@SP107437	2601	0.958	884.255	33.997	66.003	126.839	29.741	70.259	0.1027	0.935
CNS-Medullo@SP78675	1032	0.939	358.686	34.756	65.244	50.969	34.462	65.538	0.1143	0.872
CNS-Medullo@SP107371	2676	0.977	726.868	27.162	72.838	97.457	21.342	78.658	0.0643	0.964
CNS-Medullo@SP107556	1748	0.965	500.258	28.619	71.381	72.578	26.874	73.126	0.0822	0.94
CNS-Medullo@SP78807	1109	0.964	329.698	29.729	70.271	45.619	27.038	72.962	0.0743	0.934
CNS-Medullo@SP78945	786	0.936	281.589	35.826	64.174	37.645	35.47	64.53	0.1144	0.849
CNS-Medullo@SP107480	621	0.951	218.586	35.199	64.801	30.557	31.736	68.264	0.1219	0.917
CNS-Medullo@SP107448	988	0.964	298.413	30.204	69.79599999999999	41.343	26.818	73.182	0.088	0.936
CNS-Medullo@SP107436	1116	0.941	392.296	35.152	64.848	53.734	33.922	66.078	0.092	0.876
CNS-Medullo@SP79150	402	0.957	166.047	41.305	58.695	22.543	28.935	71.065	0.1853	0.94
CNS-Medullo@SP107546	1078	0.98	270.346	25.078	74.922	39.978	20.184	79.816	0.0739	0.971
CNS-Medullo@SP107459	729	0.965	261.67	35.894	64.106	43.384	26.291	73.709	0.1316	0.956
CNS-Medullo@SP78823	417	0.969	149.144	35.766	64.23400000000001	19.287	24.79	75.21000000000001	0.1398	0.955
CNS-Medullo@SP78666	952	0.973	313.843	32.967	67.033	50.131	23.089	76.911	0.1223	0.967
CNS-Medullo@SP78721	348	0.958	144.216	41.441	58.559	20.409	29.002	70.998	0.2195	0.944
CNS-Medullo@SP78665	974	0.926	344.097	35.328	64.672	50.566	38.023	61.977	0.1085	0.826
CNS-Medullo@SP78935	790	0.929	293.753	37.184	62.816	46.064	37.173	62.827	0.134	0.873
CNS-Medullo@SP107458	2273	0.938	777.236	34.194	65.806	118.224	36.048	63.952	0.1063	0.882
CNS-Medullo@SP79160	638	0.967	186.078	29.166	70.834	25.368	26.016	73.98400000000001	0.1085	0.94
CNS-Medullo@SP107479	774	0.947	245.311	31.694	68.306	36.862	32.907	67.093	0.1072	0.897
CNS-Medullo@SP107377	3192	0.977	933.617	29.249	70.751	126.692	21.503	78.497	0.0793	0.966
CNS-Medullo@SP78937	4180	0.941	1319.515	31.567	68.43299999999999	172.741	34.17	65.83	0.0802	0.792
CNS-Medullo@SP107444	707	0.908	275.805	39.011	60.989	38.056	42.423	57.577	0.1265	0.724
CNS-Medullo@SP79144	1631	0.968	430.843	26.416	73.584	57.556	25.044	74.956	0.0604	0.932
CNS-Medullo@SP107469	323	0.903	150.009	46.442	53.558	20.27	42.992	57.008	0.2286	0.8
CNS-Medullo@SP107373	2506	0.969	756.197	30.175	69.825	109.182	24.731	75.269	0.0857	0.953
CNS-Medullo@SP107406	3555	0.958	997.956	28.072	71.928	144.024	28.613	71.387	0.0708	0.912
CNS-Medullo@SP107369	2430	0.964	774.01	31.852	68.148	105.229	26.637	73.363	0.1057	0.94
CNS-Medullo@SP107403	5402	0.973	1569.828	29.06	70.94	218.606	23.269	76.731	0.0767	0.958
CNS-Medullo@SP107363	2153	0.966	665.597	30.915	69.08500000000001	102.575	25.821	74.179	0.1005	0.951
CNS-Medullo@SP78955	897	0.962	252.071	28.102	71.898	35.701	27.44	72.56	0.0818	0.922
CNS-Medullo@SP78711	84	0.832	66.322	78.955	21.045	9.455	55.522	44.478	0.5821	0.767
CNS-Medullo@SP78677	425	0.969	156.299	36.776	63.224	23.412	24.612	75.388	0.1487	0.961
CNS-Medullo@SP78805	1164	0.945	377.66	32.445	67.555	52.403	32.733	67.267	0.0938	0.874
CNS-Medullo@SP107461	588	0.952	208.485	35.457	64.543	28.692	30.796	69.20400000000001	0.1286	0.916
CNS-Medullo@SP107472	1005	0.919	424.669	42.256	57.744	61.029	41.341	58.659	0.1701	0.85
CNS-Medullo@SP107356	2182	0.983	618.985	28.368	71.632	85.923	18.133	81.867	0.0811	0.979
CNS-Medullo@SP78825	1155	0.937	388.773	33.66	66.34	51.218	35.738	64.262	0.1083	0.808
CNS-Medullo@SP107468	885	0.946	312.808	35.346	64.654	41.226	32.569	67.431	0.1231	0.887
CNS-Medullo@SP78851	4179	0.971	994.576	23.799	76.201	146.393	25.15	74.85	0.0565	0.941
CNS-Medullo@SP78726	2232	0.958	589.391	26.406	73.594	78.395	28.803	71.197	0.0558	0.853
CNS-Medullo@SP107379	3722	0.977	1033.472	27.767	72.233	146.631	21.387	78.613	0.0707	0.966
CNS-Medullo@SP107474	1990	0.91	740.389	37.205	62.795	100.53	43.43	56.57	0.1113	0.659
CNS-Medullo@SP107438	1752	0.923	607.641	34.683	65.31700000000001	83.817	39.229	60.771	0.1057	0.738
CNS-Medullo@SP107478	1170	0.944	378.827	32.378	67.622	54.221	34.447	65.553	0.0961	0.875
CNS-Medullo@SP78716	4417	0.977	959.086	21.714	78.286	131.679	21.208	78.792	0.0407	0.952
CNS-Medullo@SP78676	1271	0.98	314.964	24.781	75.219	43.314	20.461	79.539	0.069	0.968
CNS-Medullo@SP107443	235	0.889	137.97	58.711	41.289	19.355	45.863	54.137	0.3707	0.83
CNS-Medullo@SP107361	3526	0.983	929.053	26.349	73.651	133.352	18.593	81.407	0.0769	0.977
CNS-Medullo@SP107464	1870	0.968	610.416	32.643	67.357	95.824	25.112	74.888	0.0942	0.957
CNS-Medullo@SP78717	379	0.969	160.65	42.388	57.612	21.066	24.647	75.35300000000001	0.196	0.961
